COUNTY,YEAR,Indicator,MEASURE,COUNT,VALUE,RANK,STATE
Horry,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,41.3,18,38.9
Horry,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,13.6,13,13.3
Horry,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,8.1,11,9.0
Horry,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,19.4,16,18.9
Horry,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,34.0,11,34.1
Horry,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,72.2,14,72.7
Horry,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,59.8,25,60.9
Horry,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,72.9,18,73.8
Horry,2018,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),321,36.7,46,18.8
Horry,2018,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),522,42.5,23,44.8
Horry,2018,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),2569,168.7,23,162.3
Horry,2018,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),629,46.7,22,45.3
Horry,2018,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),700,47.6,21,47.0
Horry,2018,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),195,13.8,3,23.9
Horry,2018,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),2467,178.2,22,170.7
Horry,2018,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),205,21.7,16,20.6
Horry,2018,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),185,16.9,28,15.8
Horry,2018,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),10956,8.2,13,8.3
Horry,2018,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,11.7,NA,11.7
Horry,2018,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,78.6,NA,64.5
Horry,2018,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,13.3,NA,27.3
Horry,2018,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,2.0,NA,2.3
Horry,2018,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,6.1,NA,5.8
Horry,2018,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,18.9,41,15.6
Horry,2018,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,74.7,44,77.3
Horry,2018,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,60.7,NA,65.9
Horry,2018,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,6.0,NA,5.2
Horry,2018,Health Care Access,Population without health insurance (percent; 2010-2014),NA,14.2,NA,11.0
Horry,2018,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,NA,NA,NA
Horry,2018,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,1.1,6,1.8
Horry,2018,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,19.4,NA,38.0
Jasper,2015,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),NA,63.8,NA,51.2
Jasper,2015,Births,Breastfeeding initiation (percent of all live births; 2013-2015),NA,72.6,11,72.4
Jasper,2015,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),NA,10.1,21,9.6
Jasper,2015,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),NA,60.6,46,74.3
Jasper,2015,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),NA,8.2,5,10.6
Jasper,2015,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),NA,10.6,14,11.0
Jasper,2015,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),NA,51.6,43,28.7
Jasper,2015,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),NA,3.8,3,6.8
Jasper,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,3.7,10,4.7
Jasper,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,1.6,3,3.8
Jasper,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,5.5,26,4.7
Jasper,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,38.6,8,38.5
Jasper,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,17.6,35,12.0
Jasper,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,7.5,15,8.3
Jasper,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,25.4,34,21.0
Jasper,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,36.8,29,32.7
Jasper,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,70.3,25,73.7
Jasper,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,62.0,25,63.9
Jasper,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,65.7,36,71.6
Jasper,2015,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),NA,11.4,27,13.0
Jasper,2015,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),NA,35.3,20,38.7
Jasper,2015,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),NA,165.9,10,170.2
Jasper,2015,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),NA,35.2,5,45.9
Jasper,2015,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),NA,39.5,11,49.6
Jasper,2015,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),NA,25.4,27,22.5
Jasper,2015,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),NA,183.9,23,178.7
Jasper,2015,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),NA,26.0,32,17.3
Jasper,2015,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),NA,10.6,12,14.7
Jasper,2015,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),NA,7.8,6,8.3
Jasper,2015,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,17.2,NA,13.5
Jasper,2015,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,42.4,NA,64.6
Jasper,2015,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,42.8,NA,27.8
Jasper,2015,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,1.1,NA,2.1
Jasper,2015,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,13.8,NA,5.5
Jasper,2015,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,27.0,46,17.9
Jasper,2015,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,67.4,46,77.0
Jasper,2015,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,49.0,NA,62.9
Jasper,2015,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,25.2,NA,18.1
Jasper,2015,Health Care Access,Population without health insurance (percent; 2010-2014),NA,23.5,NA,15.9
Jasper,2015,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,0.0,1,1.8
Jasper,2015,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,4.0,29,2.8
Jasper,2015,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,28.6,NA,40.0
Jasper,2016,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),671,63.8,NA,51.2
Jasper,2016,Births,Breastfeeding initiation (percent of all live births; 2013-2015),827,76.3,10,74.6
Jasper,2016,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),112,10.3,24,9.5
Jasper,2016,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),647,59.7,45,74.6
Jasper,2016,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),73,6.7,5,10.0
Jasper,2016,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),112,10.3,9,11.0
Jasper,2016,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),94,45.6,42,26.1
Jasper,2016,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),7,6.5,17,6.8
Jasper,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,4.1,14,4.6
Jasper,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,4.6,27,3.8
Jasper,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,5.7,26,4.8
Jasper,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,38.2,9,38.7
Jasper,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,14.9,32,12.3
Jasper,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,7.4,16,12.6
Jasper,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,21.5,28,20.4
Jasper,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,35.4,22,32.7
Jasper,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,75.0,11,73.7
Jasper,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,67.0,11,62.8
Jasper,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,64.3,38,71.8
Jasper,2016,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),6,7.3,18,14.7
Jasper,2016,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),31,36.6,17,43.0
Jasper,2016,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),150,145.1,2,168.4
Jasper,2016,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),29,31.1,3,45.4
Jasper,2016,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),47,45.7,16,48.5
Jasper,2016,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),21,22.0,20,22.5
Jasper,2016,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),154,160.3,7,176.8
Jasper,2016,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),27,32.9,40,19.0
Jasper,2016,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),15,16.9,37,15.3
Jasper,2016,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),687,7.2,2,8.3
Jasper,2016,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,17.8,NA,12.8
Jasper,2016,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,43.0,NA,64.7
Jasper,2016,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,42.9,NA,27.6
Jasper,2016,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,1.1,NA,2.2
Jasper,2016,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,13.0,NA,5.5
Jasper,2016,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,26.7,46,16.7
Jasper,2016,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,70.1,46,77.8
Jasper,2016,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,50.8,NA,64.4
Jasper,2016,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,18.2,NA,13.8
Jasper,2016,Health Care Access,Population without health insurance (percent; 2010-2014),NA,20.4,NA,13.3
Jasper,2016,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,NA,NA,NA
Jasper,2016,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,3.0,28,2.6
Jasper,2016,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,28.5,NA,39.3
Jasper,2017,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),671,62.5,NA,50.1
Jasper,2017,Births,Breastfeeding initiation (percent of all live births; 2013-2015),862,80.3,9,76.5
Jasper,2017,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),115,10.8,26,9.6
Jasper,2017,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),686,63.9,44,75.2
Jasper,2017,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),71,6.6,6,9.1
Jasper,2017,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),112,10.4,6,11.2
Jasper,2017,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),103,48.5,44,23.8
Jasper,2017,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),12,11.2,41,6.8
Jasper,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,3.5,5,4.6
Jasper,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,5.5,31,3.8
Jasper,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,4.2,6,4.9
Jasper,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,36.5,7,38.4
Jasper,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,14.0,18,12.8
Jasper,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,8.6,22,8.7
Jasper,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,20.6,22,19.5
Jasper,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,35.9,21,33.2
Jasper,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,70.0,21,72.7
Jasper,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,66.4,10,62.4
Jasper,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,57.1,44,73.4
Jasper,2017,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),,11.2,20,16.7
Jasper,2017,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),,36.8,17,45.4
Jasper,2017,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),,131.7,2,165.5
Jasper,2017,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),,34.1,4,45.6
Jasper,2017,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),,45.1,14,48.4
Jasper,2017,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),,24.3,25,23.4
Jasper,2017,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),,151.4,5,174.0
Jasper,2017,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),,30.3,33,20.5
